ID	TCGA-DD-AACL_Stage_I	TCGA-WJ-A86L_Stage_I	TCGA-EP-A2KC_Stage_I	TCGA-K7-A5RF_Stage_I	TCGA-G3-AAUZ_Stage_I	TCGA-DD-AAD1_Stage_I	TCGA-BD-A3EP_Stage_I	TCGA-DD-AAE6_Stage_I	TCGA-DD-AADJ_Stage_I	TCGA-DD-AAVZ_Stage_I	TCGA-2Y-A9GX_Stage_I	TCGA-DD-A1EG_Stage_I	TCGA-DD-AAE2_Stage_I	TCGA-XR-A8TC_Stage_I	TCGA-FV-A2QR_Stage_I	TCGA-DD-AAD2_Stage_I	TCGA-FV-A2QQ_Stage_I	TCGA-K7-A6G5_Stage_I	TCGA-DD-A4NN_Stage_I	TCGA-2Y-A9HB_Stage_I	TCGA-ED-A7PX_Stage_II	TCGA-DD-AACH_Stage_II	TCGA-ZS-A9CD_Stage_II	TCGA-5R-AA1C_Stage_II	TCGA-FV-A3I0_Stage_II	TCGA-ED-A5KG_Stage_II	TCGA-CC-5258_Stage_II	TCGA-DD-AAVU_Stage_II	TCGA-4R-AA8I_Stage_II	TCGA-KR-A7K7_Stage_II	TCGA-K7-AAU7_Stage_II	TCGA-5C-A9VG_Stage_II	TCGA-UB-A7MA_Stage_II	TCGA-CC-A9FS_Stage_II	TCGA-DD-A1EH_Stage_III	TCGA-DD-A39W_Stage_III	TCGA-CC-A7IE_Stage_III	TCGA-BC-4073_Stage_III	TCGA-CC-A7IH_Stage_III	TCGA-CC-A3MA_Stage_III	TCGA-BC-A216_Stage_III	TCGA-CC-A7II_Stage_III	TCGA-ED-A82E_Stage_III	TCGA-LG-A9QD_Stage_III	TCGA-DD-A4NE_Stage_III	TCGA-G3-A25T_Stage_III	TCGA-ED-A7XO_Stage_III	TCGA-BW-A5NP_Stage_IV	TCGA-DD-A119_Stage_IV	TCGA-DD-A1EK_Stage_IV
ENSG00000172817.3	0.379001	0.315289	0.470334	0.549614	0.525674	0.605151	0.430005	0.245435	0.337279	1.24156	0.954474	0.654249	0.620653	0.18062	0.460328	0.716821	0.576442	0.636973	0.261445	0.40952	0.399621	0.450064	0.803987	1.04737	0.419501	0.358322	0.891176	0.742137	0.693958	0.562733	0.67318	0.207336	0.290055	0.514144	0.440182	0.368568	0.302854	0.228013	0.590203	0.347782	0.326433	0.389312	0.491665	0.537511	0.843392	0.481051	0.275975	0.14017	0.770886	0.503
ENSG00000168785.6	0.654249	0.245435	0.843392	0.399621	0.358322	0.562733	0.537511	0.491665	0.590203	0.315289	0.525674	0.368568	0.419501	0.347782	0.430005	0.481051	0.275975	0.302854	0.440182	0.503	0.576442	0.742137	0.379001	0.891176	0.605151	0.716821	0.549614	0.14017	0.636973	0.337279	0.803987	0.514144	0.40952	0.207336	0.450064	1.24156	0.389312	0.693958	1.04737	0.954474	0.770886	0.460328	0.67318	0.290055	0.470334	0.620653	0.18062	0.261445	0.326433	0.228013
ENSG00000116580.17	0.430005	0.525674	0.514144	0.261445	0.14017	0.742137	0.419501	0.379001	0.275975	0.605151	0.562733	0.491665	0.368568	0.770886	0.654249	0.347782	0.337279	0.228013	0.891176	0.693958	0.716821	0.954474	0.290055	0.450064	0.549614	1.24156	0.636973	0.18062	0.440182	0.315289	0.576442	1.04737	0.620653	0.389312	0.803987	0.399621	0.40952	0.460328	0.537511	0.843392	0.470334	0.481051	0.67318	0.245435	0.503	0.302854	0.326433	0.590203	0.207336	0.358322
ENSG00000225185.3	0.347782	0.770886	0.358322	0.368568	0.590203	0.379001	0.337279	0.562733	0.399621	0.576442	0.549614	0.430005	0.67318	0.18062	0.302854	0.14017	0.891176	0.503	0.460328	0.693958	0.207336	0.419501	0.228013	0.245435	0.525674	0.261445	0.40952	0.275975	0.290055	0.954474	0.654249	0.537511	1.24156	0.315289	0.326433	0.716821	0.605151	0.803987	0.389312	0.742137	0.470334	0.491665	0.450064	0.843392	0.514144	0.440182	0.636973	1.04737	0.481051	0.620653
ENSG00000254547.1	0.954474	0.770886	0.440182	0.430005	0.419501	0.40952	0.843392	0.399621	0.389312	0.379001	0.368568	0.716821	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.576442	1.04737	0.803987	0.693958	0.67318	0.654249	0.620653	0.605151	0.590203	0.562733	0.891176	0.549614	0.537511	0.525674	1.24156	0.514144	0.503	0.491665	0.481051	0.470334	0.742137	0.460328	0.636973
ENSG00000115207.12	0.67318	0.368568	0.460328	0.228013	0.207336	0.514144	0.470334	0.525674	0.290055	0.379001	0.399621	0.562733	0.481051	0.491665	0.302854	0.347782	0.315289	0.18062	0.537511	0.389312	0.954474	0.590203	0.261445	0.576442	0.742137	0.803987	0.605151	0.326433	0.503	0.40952	0.770886	0.693958	0.843392	0.430005	0.620653	0.419501	0.716821	0.450064	0.440182	0.891176	0.549614	0.636973	1.24156	0.275975	0.358322	1.04737	0.337279	0.654249	0.14017	0.245435
ENSG00000250826.2	0.207336	0.399621	0.389312	0.605151	0.891176	0.379001	0.67318	0.368568	0.358322	0.347782	0.337279	0.770886	0.326433	0.315289	0.620653	0.693958	0.40952	0.290055	0.843392	0.525674	0.275975	1.24156	0.261445	0.245435	0.228013	0.419501	0.716821	0.636973	0.18062	0.576442	0.14017	0.302854	0.654249	0.590203	0.491665	0.460328	0.470334	0.742137	0.803987	1.04737	0.440182	0.549614	0.514144	0.430005	0.562733	0.503	0.481051	0.954474	0.537511	0.450064
ENSG00000133027.16	0.525674	0.576442	0.537511	6.21859	5.08485	0.440182	0.636973	5.88097	5.24818	5.57091	0.716821	0.742137	5.41384	0.605151	0.891176	0.803987	0.954474	6.13613	1.24156	5.70467	0.399621	0.40952	5.24156	0.67318	0.590203	0.514144	0.693958	5.82025	5.63415	5.22132	0.379001	0.503	0.549614	0.389312	1.04737	0.430005	0.843392	0.491665	0.770886	0.460328	0.481051	0.450064	0.470334	5.54721	0.419501	0.562733	6.21376	0.620653	0.654249	5.34816
ENSG00000197891.10	0.430005	0.460328	0.742137	0.514144	0.275975	0.337279	1.24156	0.549614	0.525674	0.261445	0.770886	0.605151	0.290055	0.379001	0.389312	0.576442	0.843392	0.693958	0.302854	0.481051	0.399621	0.470334	0.954474	1.04737	0.358322	0.326433	0.491665	0.654249	0.891176	0.636973	0.537511	0.503	0.14017	0.620653	0.18062	0.803987	0.40952	0.440182	0.716821	0.207336	0.347782	0.315289	0.228013	0.590203	0.450064	0.368568	0.245435	0.562733	0.67318	0.419501
ENSG00000250669.1	0.514144	0.14017	0.18062	0.207336	0.450064	0.803987	0.525674	0.770886	0.481051	0.693958	0.228013	0.549614	0.358322	0.891176	0.40952	0.430005	0.470334	0.245435	0.537511	0.620653	0.419501	0.654249	0.261445	0.460328	0.716821	0.605151	0.347782	0.275975	0.843392	0.67318	0.954474	0.742137	0.590203	0.399621	0.562733	0.290055	1.04737	0.576442	0.636973	0.389312	1.24156	0.503	0.315289	0.337279	0.440182	0.368568	0.326433	0.491665	0.379001	0.302854
ENSG00000260698.1	0.326433	0.843392	0.654249	0.18062	0.358322	0.716821	0.620653	0.537511	0.337279	0.481051	0.347782	0.470334	0.389312	0.503	0.67318	0.590203	0.576442	0.562733	0.770886	0.891176	0.207336	0.693958	0.605151	0.440182	0.261445	0.419501	0.491665	0.315289	1.24156	0.803987	0.450064	0.742137	0.636973	0.525674	0.430005	0.40952	0.379001	0.245435	1.04737	0.460328	0.549614	0.954474	0.228013	0.290055	0.514144	0.275975	0.399621	0.368568	0.14017	0.302854
ENSG00000188660.3	0.419501	0.576442	1.04737	0.430005	0.590203	0.636973	0.891176	0.693958	0.326433	0.562733	0.315289	0.290055	0.245435	0.503	0.67318	0.770886	0.18062	0.358322	0.470334	0.514144	0.14017	0.843392	0.620653	0.207336	0.228013	0.716821	0.261445	0.275975	1.24156	0.302854	0.742137	0.549614	0.605151	0.954474	0.460328	0.337279	0.347782	0.450064	0.803987	0.654249	0.481051	0.525674	0.40952	0.399621	0.537511	0.389312	0.379001	0.491665	0.368568	0.440182
ENSG00000238107.1	0.954474	0.742137	0.389312	0.368568	0.337279	0.549614	0.693958	0.525674	0.275975	0.450064	0.228013	0.491665	0.470334	0.430005	0.14017	0.636973	0.18062	0.590203	0.562733	0.440182	0.891176	0.576442	0.207336	1.04737	0.245435	0.460328	0.261445	0.620653	1.24156	0.770886	0.503	0.290055	0.843392	0.67318	0.302854	0.315289	0.326433	0.605151	0.803987	0.481051	0.419501	0.358322	0.379001	0.399621	0.40952	0.716821	0.537511	0.514144	0.347782	0.654249
ENSG00000166046.9	0.491665	0.481051	0.525674	0.419501	0.18062	0.654249	0.803987	0.245435	0.228013	0.590203	0.716821	0.430005	0.399621	0.770886	0.347782	0.576442	0.368568	0.261445	0.379001	0.450064	0.67318	0.470334	0.503	0.537511	0.843392	0.891176	1.04737	0.14017	0.514144	0.290055	1.24156	0.337279	0.693958	0.326433	0.549614	0.620653	0.562733	0.954474	0.636973	0.605151	0.315289	0.275975	0.742137	0.440182	0.40952	0.389312	0.358322	0.460328	0.207336	0.302854
ENSG00000158457.5	0.770886	0.67318	0.654249	0.440182	0.460328	0.450064	5.01878	6.06987	0.954474	0.389312	0.419501	0.562733	0.525674	0.693958	6.06274	0.399621	0.514144	0.430005	0.605151	0.302854	0.368568	0.636973	0.537511	0.470334	0.803987	0.843392	0.716821	5.62507	0.576442	5.0748	0.290055	0.620653	0.326433	1.24156	0.742137	0.891176	0.315289	0.358322	0.549614	0.481051	0.337279	0.275975	0.40952	0.379001	0.503	0.347782	0.590203	1.04737	0.491665	5.34669
ENSG00000145626.10	0.605151	0.770886	0.525674	0.67318	0.636973	0.347782	0.481051	0.14017	0.368568	0.450064	0.891176	0.590203	1.04737	1.24156	0.716821	0.576442	0.562733	0.470334	0.315289	0.440182	0.419501	0.742137	0.620653	0.503	0.18062	0.302854	0.379001	0.290055	0.693958	0.654249	0.460328	0.275975	0.803987	0.399621	0.228013	0.261445	0.207336	0.326433	0.537511	0.358322	0.514144	0.337279	0.245435	0.549614	0.843392	0.430005	0.491665	0.389312	0.40952	0.954474
ENSG00000115850.8	0.389312	0.14017	0.18062	0.207336	0.228013	0.693958	0.245435	0.261445	0.275975	0.576442	0.770886	0.290055	0.302854	0.620653	0.549614	0.315289	0.326433	0.337279	0.605151	0.347782	0.67318	0.590203	0.358322	0.368568	0.379001	1.24156	0.803987	0.636973	1.04737	0.742137	0.954474	0.562733	0.654249	0.891176	0.503	0.481051	0.491665	0.514144	0.525674	0.460328	0.843392	0.537511	0.450064	0.440182	0.430005	0.419501	0.716821	0.40952	0.399621	0.470334
ENSG00000260678.1	0.843392	1.04737	0.590203	0.419501	0.716821	0.40952	0.399621	0.693958	0.389312	0.379001	0.368568	0.358322	0.347782	0.891176	0.654249	0.337279	0.636973	0.326433	0.430005	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.770886	0.315289	0.525674	0.67318	0.514144	0.503	0.562733	1.24156	0.742137	0.491665	0.954474	0.549614	0.605151	0.620653	0.470334	0.576442	0.460328	0.450064	0.803987	0.440182	0.481051	0.537511
ENSG00000233913.7	0.440182	5.18433	0.40952	0.337279	0.562733	0.358322	5.86829	5.50221	0.315289	0.470334	5.08235	0.605151	0.379001	0.514144	0.481051	0.347782	0.389312	0.503	0.576442	1.24156	0.399621	0.326433	0.742137	0.620653	0.891176	0.954474	0.450064	0.843392	0.368568	7.78803	6.35153	0.636973	0.803987	0.770886	0.419501	0.491665	0.525674	0.537511	0.590203	0.693958	5.23946	0.67318	0.549614	0.302854	0.654249	0.716821	0.460328	7.18047	0.430005	1.04737
ENSG00000239589.4	0.514144	0.891176	0.503	0.537511	0.302854	0.368568	0.770886	0.379001	0.419501	0.399621	0.389312	0.803987	0.843392	0.358322	0.347782	0.337279	0.326433	0.315289	0.40952	0.290055	0.275975	0.716821	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.693958	0.654249	0.954474	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	1.24156	0.525674	0.636973	1.04737	0.491665	0.481051	0.470334	0.460328	0.450064	0.67318	0.440182	0.430005	0.742137
ENSG00000089169.13	0.460328	0.954474	0.290055	0.549614	0.481051	0.590203	0.576442	0.368568	0.18062	0.389312	0.770886	0.636973	0.40952	0.315289	0.358322	0.245435	0.440182	0.337279	0.228013	0.537511	0.803987	0.67318	0.562733	0.207336	0.14017	0.843392	0.654249	0.379001	1.24156	0.693958	0.716821	0.470334	0.891176	0.450064	0.605151	0.419501	0.491665	1.04737	0.514144	0.261445	0.302854	0.326433	0.503	0.275975	0.347782	0.742137	0.620653	0.525674	0.430005	0.399621
ENSG00000213211.2	0.419501	0.399621	0.389312	0.379001	0.368568	0.770886	0.742137	0.358322	0.347782	0.337279	0.326433	0.315289	0.562733	0.620653	0.40952	0.290055	0.275975	0.261445	0.605151	0.636973	0.245435	0.549614	0.228013	0.207336	1.24156	0.716821	0.18062	0.14017	0.302854	0.67318	0.843392	0.514144	1.04737	0.693958	0.503	0.491665	0.481051	0.537511	0.590203	0.525674	0.460328	0.654249	0.576442	0.450064	0.440182	0.891176	0.803987	0.954474	0.430005	0.470334
ENSG00000211694.2	0.620653	0.358322	0.326433	0.742137	0.430005	0.891176	0.654249	0.228013	0.245435	0.275975	1.04737	0.503	0.605151	0.337279	0.803987	0.576442	0.693958	0.347782	0.440182	0.716821	0.368568	0.379001	0.636973	0.18062	0.514144	1.24156	0.481051	0.207336	0.450064	0.525674	0.491665	0.14017	0.590203	0.40952	0.419501	0.562733	0.549614	0.954474	0.315289	0.537511	0.770886	0.261445	0.302854	0.290055	0.399621	0.389312	0.67318	0.460328	0.470334	0.843392
ENSG00000197083.10	0.440182	0.954474	0.245435	0.491665	0.261445	0.605151	0.514144	0.14017	0.275975	0.742137	0.450064	0.576442	0.654249	0.562733	0.537511	0.326433	0.389312	0.302854	0.620653	0.347782	0.481051	0.693958	0.228013	0.843392	0.549614	0.803987	0.207336	0.18062	0.525674	0.891176	0.770886	0.358322	1.24156	0.40952	0.379001	0.337279	0.315289	0.716821	0.470334	0.636973	1.04737	0.430005	0.590203	0.503	0.399621	0.419501	0.67318	0.368568	0.290055	0.460328
ENSG00000171136.6	1.24156	0.891176	0.419501	0.576442	0.245435	0.389312	0.315289	0.954474	0.207336	0.379001	0.368568	0.358322	0.693958	0.67318	0.347782	0.620653	0.636973	0.337279	0.326433	0.770886	0.302854	0.843392	0.590203	0.275975	0.261445	0.742137	0.514144	0.228013	0.716821	0.430005	0.18062	0.654249	0.14017	0.290055	0.481051	0.491665	0.503	0.525674	0.460328	0.450064	1.04737	0.440182	0.470334	0.537511	0.803987	0.549614	0.605151	0.562733	0.40952	0.399621
ENSG00000268047.1	0.803987	0.891176	0.525674	0.430005	0.275975	0.358322	0.67318	0.742137	0.261445	0.460328	0.450064	0.290055	0.576442	0.590203	0.440182	0.368568	0.40952	0.491665	0.843392	0.549614	0.245435	0.514144	0.228013	0.207336	0.636973	0.716821	0.562733	0.337279	0.347782	0.620653	0.693958	1.04737	0.470334	0.503	0.379001	0.315289	0.481051	0.389312	0.770886	0.605151	0.654249	0.954474	1.24156	0.399621	0.419501	0.302854	0.18062	0.537511	0.326433	0.14017
ENSG00000234264.1	0.770886	0.525674	0.440182	0.379001	0.537511	0.326433	0.742137	0.503	0.261445	0.18062	0.716821	0.562733	0.315289	0.450064	0.14017	0.302854	0.470334	0.40952	0.576442	0.228013	0.605151	0.389312	0.636973	0.358322	0.419501	0.654249	0.803987	0.514144	0.891176	0.481051	0.954474	0.491665	0.590203	0.207336	0.430005	0.245435	0.620653	0.275975	0.290055	0.460328	1.24156	0.843392	0.337279	0.347782	1.04737	0.368568	0.67318	0.693958	0.399621	0.549614
ENSG00000242912.3	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	1.24156	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000082074.14	0.803987	0.302854	0.358322	0.636973	0.430005	0.954474	0.891176	0.18062	0.228013	0.460328	1.04737	0.770886	0.693958	0.315289	0.379001	0.654249	0.503	0.450064	0.245435	0.620653	0.605151	0.514144	0.40952	0.549614	0.399621	5.00133	0.742137	0.275975	0.562733	0.576442	0.843392	0.347782	0.389312	0.440182	0.525674	0.419501	0.716821	1.24156	0.207336	0.491665	0.67318	0.261445	0.590203	0.368568	0.290055	0.470334	0.537511	0.337279	0.326433	0.481051
ENSG00000269858.4	1.04737	0.620653	0.337279	0.290055	0.843392	0.460328	0.716821	0.954474	0.636973	0.430005	0.379001	0.537511	0.228013	0.419501	0.315289	0.40952	0.654249	0.368568	0.605151	0.481051	0.67318	0.742137	0.503	0.14017	0.347782	0.549614	0.261445	0.891176	0.389312	0.770886	0.440182	0.491665	0.803987	0.525674	0.207336	0.18062	0.450064	0.358322	0.275975	0.470334	0.576442	1.24156	0.245435	0.302854	0.326433	0.590203	0.562733	0.514144	0.693958	0.399621
ENSG00000177042.13	0.430005	0.562733	0.693958	0.326433	0.470334	0.636973	0.491665	0.576442	0.14017	0.605151	0.302854	0.549614	0.389312	0.450064	0.481051	0.347782	0.275975	0.525674	0.770886	0.537511	0.843392	1.04737	0.337279	0.440182	0.716821	0.742137	0.290055	0.654249	0.514144	0.228013	0.368568	0.460328	0.419501	0.245435	0.503	0.40952	0.261445	0.18062	0.620653	0.803987	0.67318	0.891176	0.954474	0.315289	0.590203	1.24156	0.399621	0.358322	0.379001	0.207336
ENSG00000160932.9	5.27036	1.24156	6.42455	8.14196	6.33105	8.45185	0.605151	6.67929	0.67318	5.61482	5.97716	0.716821	0.549614	5.14585	0.503	7.84873	6.71134	5.19779	0.843392	6.16428	5.47184	0.654249	7.23529	0.491665	7.27141	7.27137	5.57415	0.770886	0.525674	0.954474	6.21896	0.590203	5.04366	6.3497	0.562733	0.693958	6.27422	0.742137	0.514144	0.803987	0.537511	0.620653	6.05477	7.80039	0.891176	6.68621	1.04737	0.636973	8.38104	0.576442
ENSG00000227624.2	0.18062	0.419501	0.67318	0.40952	0.399621	0.389312	0.379001	0.803987	0.368568	0.358322	0.347782	0.636973	0.337279	0.326433	0.430005	0.302854	0.290055	1.04737	0.275975	0.716821	0.261445	0.620653	0.245435	0.228013	0.207336	0.576442	0.14017	0.315289	0.843392	0.770886	0.562733	0.549614	0.537511	0.525674	0.605151	0.514144	0.503	0.481051	0.654249	1.24156	0.693958	0.470334	0.460328	0.450064	0.742137	0.891176	0.491665	0.954474	0.440182	0.590203
ENSG00000232021.5	0.770886	0.368568	0.503	0.14017	0.228013	0.693958	0.636973	0.491665	0.430005	0.326433	0.562733	0.605151	0.245435	0.358322	0.419501	0.590203	0.389312	0.40952	0.460328	0.399621	0.716821	0.525674	0.549614	0.450064	0.67318	0.891176	0.440182	0.315289	0.843392	0.302854	1.04737	0.481051	0.803987	0.275975	0.337279	0.742137	0.514144	0.470334	0.537511	1.24156	0.261445	0.576442	0.954474	0.347782	0.290055	0.620653	0.207336	0.18062	0.654249	0.379001
ENSG00000232883.1	0.590203	0.302854	0.491665	0.18062	0.525674	0.207336	0.315289	0.514144	0.450064	0.481051	0.290055	0.347782	0.470334	0.67318	0.275975	0.562733	0.261445	0.389312	0.742137	0.503	0.654249	0.460328	0.537511	0.399621	0.803987	0.843392	0.620653	0.770886	0.228013	0.954474	0.605151	0.716821	0.891176	0.693958	0.326433	0.440182	0.40952	0.337279	0.368568	0.245435	0.576442	1.04737	0.358322	0.430005	0.549614	0.636973	0.419501	1.24156	0.379001	0.14017
ENSG00000258344.1	0.347782	0.742137	0.525674	0.326433	0.315289	0.803987	0.590203	0.716821	0.368568	0.491665	0.481051	0.419501	0.514144	0.843392	0.14017	0.18062	0.207336	0.228013	0.605151	0.450064	0.503	0.576442	0.245435	0.261445	0.549614	0.891176	0.67318	0.275975	0.290055	0.302854	1.04737	1.24156	0.770886	0.654249	0.562733	0.337279	0.954474	0.693958	0.440182	0.470334	0.537511	0.460328	0.430005	0.389312	0.636973	0.40952	0.399621	0.620653	0.379001	0.358322
ENSG00000255557.1	0.803987	0.379001	0.537511	0.368568	0.636973	0.67318	0.654249	0.590203	0.358322	0.620653	0.347782	0.337279	0.326433	0.315289	0.576442	0.693958	0.742137	0.302854	0.389312	0.275975	1.24156	0.954474	0.261445	0.245435	0.770886	0.399621	0.228013	0.605151	0.207336	0.18062	1.04737	0.14017	0.290055	0.562733	0.891176	0.419501	0.430005	0.716821	0.481051	0.549614	0.843392	0.514144	0.525674	0.503	0.491665	0.470334	0.460328	0.450064	0.440182	0.40952
ENSG00000225246.1	0.207336	0.399621	0.389312	0.605151	0.379001	0.368568	0.742137	0.620653	0.770886	0.358322	0.347782	0.337279	0.326433	0.315289	0.40952	0.290055	0.275975	0.576442	0.803987	0.549614	0.636973	0.261445	0.716821	0.245435	0.228013	0.514144	0.18062	0.14017	0.67318	0.590203	0.302854	0.954474	1.04737	0.491665	0.525674	0.481051	0.654249	0.537511	0.460328	0.450064	0.843392	0.891176	0.430005	0.419501	0.503	0.440182	0.470334	1.24156	0.562733	0.693958
ENSG00000144837.7	6.21504	0.514144	0.590203	0.803987	0.337279	0.549614	0.470334	0.67318	0.358322	0.605151	0.693958	0.525674	0.891176	0.636973	0.503	0.430005	0.770886	0.654249	0.261445	0.620653	0.450064	0.537511	0.491665	5.77708	0.40952	0.562733	0.954474	0.245435	0.716821	0.347782	0.576442	0.315289	0.742137	0.843392	0.228013	5.02563	0.379001	0.399621	0.481051	0.290055	0.460328	0.326433	0.368568	1.04737	0.302854	0.419501	0.440182	0.275975	0.389312	1.24156
ENSG00000224595.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000261744.1	0.389312	1.04737	0.67318	0.491665	0.315289	0.337279	0.954474	0.399621	0.14017	0.302854	0.620653	0.430005	0.803987	0.605151	0.503	0.450064	0.525674	0.481051	0.358322	0.470334	0.636973	1.24156	0.440182	0.40952	0.590203	0.18062	0.207336	0.228013	0.562733	0.290055	0.843392	0.693958	0.514144	0.379001	0.537511	0.549614	0.326433	0.419501	0.742137	0.716821	0.460328	0.654249	0.576442	0.347782	0.770886	0.275975	0.891176	0.368568	0.261445	0.245435
ENSG00000201558.1	0.742137	0.590203	0.440182	0.18062	0.326433	0.491665	0.460328	0.605151	0.514144	0.803987	0.562733	0.368568	0.379001	0.549614	0.261445	0.693958	0.67318	0.302854	0.954474	0.716821	0.275975	0.399621	0.525674	1.24156	0.228013	0.450064	0.636973	0.389312	1.04737	0.430005	0.347782	0.891176	0.14017	0.481051	0.654249	0.576442	0.337279	0.358322	0.843392	0.315289	0.770886	0.503	0.245435	0.419501	0.470334	0.207336	0.537511	0.620653	0.290055	0.40952
ENSG00000212939.2	0.207336	0.419501	0.693958	0.40952	0.399621	0.389312	0.379001	0.368568	0.891176	0.803987	0.358322	0.347782	0.337279	0.954474	0.326433	0.843392	0.742137	0.430005	0.716821	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.537511	0.18062	0.14017	0.315289	0.770886	1.24156	0.590203	0.636973	0.654249	0.67318	0.620653	0.605151	1.04737	0.576442	0.549614	0.562733	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.450064	0.440182
ENSG00000136040.7	0.636973	0.693958	0.389312	0.326433	0.440182	0.450064	0.562733	0.358322	0.537511	0.742137	0.716821	0.549614	0.261445	1.04737	0.803987	0.399621	0.460328	0.18062	0.590203	0.40952	0.481051	0.891176	0.430005	0.207336	0.275975	1.24156	0.770886	0.368568	0.654249	0.491665	0.620653	0.315289	0.67318	0.954474	0.605151	0.503	0.337279	0.843392	0.14017	0.302854	0.347782	0.514144	0.379001	0.228013	0.525674	0.290055	0.576442	0.419501	0.245435	0.470334
ENSG00000119514.6	0.549614	0.419501	0.326433	0.654249	0.337279	0.742137	0.636973	1.24156	0.620653	0.14017	0.67318	0.605151	0.460328	0.302854	0.290055	0.576442	0.470334	0.379001	0.491665	0.525674	0.803987	0.389312	0.514144	0.315289	0.891176	0.716821	0.399621	0.228013	0.537511	0.18062	0.693958	0.590203	0.770886	0.358322	0.368568	0.275975	0.440182	1.04737	0.430005	0.954474	0.843392	0.562733	0.481051	0.245435	0.207336	0.347782	0.40952	0.261445	0.503	0.450064
ENSG00000129467.12	0.347782	0.245435	0.693958	0.358322	0.636973	1.04737	1.24156	0.18062	0.315289	0.654249	0.891176	0.481051	0.514144	0.620653	0.537511	0.843392	0.605151	0.460328	0.590203	0.803987	0.716821	0.450064	0.67318	0.228013	0.302854	0.770886	0.389312	0.14017	0.40952	0.290055	0.503	0.954474	0.470334	0.525674	0.419501	0.326433	0.440182	0.379001	0.430005	0.742137	0.261445	0.368568	0.576442	0.399621	0.491665	0.562733	0.549614	0.337279	0.275975	0.207336
ENSG00000228656.1	0.207336	0.419501	0.770886	0.40952	1.24156	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.716821	0.803987	0.326433	0.954474	0.843392	0.430005	0.302854	0.290055	0.891176	0.275975	0.261445	0.245435	0.228013	0.525674	0.18062	0.14017	0.315289	0.549614	0.562733	0.576442	0.590203	0.605151	0.67318	0.636973	0.654249	0.693958	0.537511	1.04737	0.620653	0.514144	0.503	0.491665	0.481051	0.742137	0.470334	0.460328	0.450064	0.440182
ENSG00000233607.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	1.24156	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	1.04737	0.207336	0.18062	0.843392	0.337279	0.891176	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.954474	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000234338.1	0.228013	0.537511	0.562733	0.326433	0.389312	1.04737	0.67318	0.337279	0.275975	0.379001	0.654249	0.368568	0.460328	0.742137	0.481051	0.419501	0.207336	0.18062	0.290055	0.430005	0.891176	0.525674	0.14017	0.549614	0.770886	0.843392	0.514144	0.245435	0.605151	0.261445	0.576442	0.954474	0.590203	0.503	0.693958	0.302854	0.440182	0.470334	0.716821	1.24156	0.620653	0.450064	0.803987	0.399621	0.636973	0.40952	0.358322	0.491665	0.315289	0.347782
ENSG00000187239.15	0.716821	0.440182	0.337279	0.368568	0.315289	0.954474	0.654249	0.379001	0.419501	0.537511	0.770886	0.430005	0.347782	0.636973	0.470334	0.503	0.326433	0.228013	0.491665	0.302854	0.843392	0.67318	0.358322	0.590203	0.261445	1.04737	0.742137	0.290055	0.399621	0.389312	0.40952	1.24156	0.605151	0.460328	0.891176	0.481051	0.525674	0.803987	0.549614	0.514144	0.562733	0.693958	0.620653	0.14017	0.207336	0.18062	0.450064	0.576442	0.275975	0.245435
